Id,Predicted
0,35.59927476747301
1,32.184758745085624
2,27.061554786646006
3,30.608029717146334
4,33.75486491118258
5,23.163255516910265
6,32.46129339016717
7,20.912683189229124
8,37.65615126323717
9,19.656283360038554
10,38.27600862892164
11,19.33173260751516
12,32.63100953620905
13,21.566973947237216
14,37.61810593314144
15,32.50949887124767
16,36.49427346252902
17,31.415619830166516
18,34.95884669824412
19,27.228038383945492
20,44.039766481577566
21,34.58030072550608
22,39.42840924721271
23,30.913545066934336
24,28.954220955647724
25,35.745911063572386
26,24.520860372220604
27,18.5548146940313
28,31.57906798180211
29,29.851474869187033
30,23.781761581355614
31,38.7020923717063
32,28.102007622759707
33,20.17782213782432
34,35.282085183818374
35,21.199644949939884
36,20.201840633378442
37,34.27950358468507
38,19.63639774540791
39,22.615227381949467
40,22.122266579606297
41,29.56351293174686
42,41.25447244835547
43,28.525938436140166
44,41.90581511011775
45,32.74762681135256
46,38.49089422616134
47,30.500945277803325
48,20.515529780001327
49,33.56000472877755
50,39.35929870293423
51,23.172118919348932
52,33.76287545540273
53,22.205069095490863
54,23.458752865768876
55,36.5220709923561
56,32.77665069409437
57,32.40249886237067
58,26.497629528701015
59,31.97646366352804
60,20.73052643041257
61,21.546060832802905
62,38.518864870816074
63,18.939757145327288
64,32.33681041610317
65,23.40243880913491
66,19.649308089290276
67,21.62524740887714
68,23.651141531607283
69,29.833984441086848
70,26.332785077808577
71,19.00655203676311
72,26.276216143028076
73,24.06243809708912
74,32.147117249010705
75,45.65979226889638
76,36.74343719605955
77,31.409423840295847
78,20.439028306535292
79,27.386943310343934
80,20.16614569426294
81,37.338362958332084
82,32.66186786365572
83,29.747814054862594
84,21.622697322052428
85,39.07001202290396
86,20.78182090277717
87,18.654950721350048
88,23.348936713194448
89,22.576286313407568
90,29.69667777537345
91,19.513727513224932
92,19.18663916739612
93,35.70641464058321
94,20.0644031437939
95,19.312660213128172
96,21.402416229489184
97,31.468509011294113
98,44.828975213846526
99,48.55514727587409
100,27.17423931265268
101,32.885657472795636
102,19.97019818440065
103,40.184606610218346
104,22.701125415105366
105,22.935413663321846
106,21.417144277242546
107,18.877287215765673
108,35.283346666191285
109,19.07367470786157
110,30.2193815736556
111,21.84899559881115
112,18.761891661805112
113,27.260702524699347
114,22.059319381885544
115,39.12923501551773
116,17.924475203879783
117,19.91847526645347
118,38.17110661797149
119,20.191305460911114
120,34.03968570812236
121,32.16598013036664
122,21.31107268941698
123,46.52300123784636
124,27.24259551587309
125,22.79923421368888
126,34.019786707882226
127,34.1985221890394
128,27.800073175746892
129,22.62668372477173
130,25.623052334366815
131,45.17673948541448
132,21.696125713020972
133,45.97793628450149
134,31.609124347155298
135,19.958251729097736
136,19.185201367429926
137,32.2143953642904
138,28.121708512396847
139,21.81593758348254
140,22.565679272260947
141,26.01455003031726
142,21.732825034608428
143,22.813986042111114
144,33.51624251667401
145,34.44280989518499
146,33.43282875579189
147,27.04578780627741
148,22.70199459557377
149,34.65870194197279
150,42.58737367786136
151,28.895403313754162
152,37.948758638697576
153,20.08210305462721
154,37.45769313695645
155,33.43772758844308
156,19.943896968056745
157,19.54736324735345
158,30.079713763300678
159,36.85180972864694
160,38.54694154041874
161,33.035933833292795
162,27.054538014358087
163,30.287616138315627
164,37.98132929388354
165,34.60922946184168
166,47.92173472546671
167,45.924019543953975
168,40.34165372054901
169,21.700649395551576
170,32.34758880009737
171,34.700766012453144
172,26.099975202991583
173,34.21389562039643
174,22.52403549113527
175,32.43184963983099
176,34.826726565723376
177,28.515109233336553
178,34.6106373345364
179,31.93701803360148
180,39.01808778845973
181,24.550906179342427
182,23.138513243523416
183,32.07573422103316
184,25.67039348244769
185,19.839825460251728
186,19.5195118513929
187,19.589911962941816
188,19.88270395329594
189,38.85095577464225
190,34.06603240617531
191,38.34571442677987
192,38.60158015657745
193,33.051375000248775
194,20.16800175286567
195,18.807167609262258
196,19.041243733647256
197,20.78948350769225
198,20.88152557098564
199,19.78206253713644
200,20.049328680050632
201,19.539095163307735
202,30.952023625248028
203,19.796683772214884
204,18.600771309298405
205,24.91441528921167
206,33.11746316753275
207,20.20302388004048
208,36.17708731098393
209,41.91718803164682
210,26.39696326492236
211,30.49342257771893
212,32.141551485153784
213,20.14008431253897
214,32.54507493904385
215,30.598865755694465
216,19.065687727526466
217,30.80226507280688
218,34.18122347018462
219,48.638730620155116
220,19.83972435029448
221,19.18067297299989
222,18.9549083377987
223,39.188488428369396
224,20.78385025594851
225,43.21993598910076
226,30.42060057543216
227,34.310323675708965
228,35.468896267640794
229,20.003802328244287
230,45.86902649334249
231,34.532077415349896
232,22.182747601982424
233,33.67593685872617
234,29.254681582496936
235,24.04423558306082
236,22.365175737116548
237,51.126508371447315
238,19.747820341958317
239,34.351984833650036
240,32.95474727686154
241,36.19089819305346
242,19.115057423070365
243,23.862482659142216
244,44.368347224316935
245,26.36191609149558
246,20.96780327377186
247,31.87247340839315
248,19.149989738981986
249,44.3210709832474
250,31.63184553529351
251,25.341317475116746
252,21.76495845265272
253,33.21381300625117
254,27.7890688279174
255,45.3228358454468
256,33.013817257034454
257,20.68093143831494
258,44.6929890818371
259,31.46523904889082
260,18.737254211981988
261,20.863572981026948
262,33.812328628974676
263,19.259140216424512
264,31.745536569423162
265,20.130383500660418
266,24.3107909154182
267,20.000313727268686
268,28.56551634761718
269,19.30437299597322
270,19.483249955156136
271,28.212106384584708
272,23.945218311515642
273,18.525928203292064
274,42.533271728372966
275,28.24984431373204
276,32.279735134581934
277,28.960314950424618
278,35.63248222771897
279,20.021066012625617
280,25.998329168541243
281,26.024289717539226
282,29.615121377494834
283,37.047535875909226
284,33.395337559607874
285,20.794225721330076
286,34.109782433401875
287,38.65270726824737
288,28.564875166124672
289,34.05759898931001
290,33.788219629172126
291,31.60894472426369
292,20.32434070879264
293,21.791043068797666
294,21.117576971378476
295,31.35098890894449
296,27.71460747694815
297,20.716510396888477
298,29.442521260132345
299,43.871740366642456
300,25.63819446374491
301,19.34955295177154
302,31.688135863931787
303,34.645677767151824
304,38.533543182720464
305,21.154894114355752
306,38.80758015117171
307,42.850819183505266
308,22.03211313996652
309,20.900929108808572
310,30.477230932940547
311,45.283253029679635
312,21.56652789735711
313,43.02285035731455
314,27.397907911065086
315,41.84179219618294
316,35.586380985454674
317,36.47134242068912
318,20.357857112072093
319,20.611074243864707
320,32.287510521136895
321,34.68481997439973
322,18.785647562655967
323,20.214007900623425
324,34.04205208426035
325,27.862210778479003
326,29.9552361193904
327,22.258487536388078
328,32.134161487027306
329,20.35609625598596
330,35.023738148507576
331,20.07962004707172
332,35.72844650044836
333,30.27214151008516
334,21.199560491579188
335,33.335985276283786
336,36.526998495658695
337,31.442964004830106
338,24.01436664467358
339,28.716430023050673
340,45.858284405500235
341,27.008310931612396
342,24.34006899098724
343,40.95218954417852
344,20.5219734935999
345,37.33100032596624
346,19.04725326288471
347,26.803075417827035
348,22.040445043385038
349,40.18968233657583
350,20.23681202499152
351,33.74403789213976
352,32.40827901597569
353,20.844417377549163
354,39.47205132860433
355,33.89743736871516
356,20.22707766965435
357,33.87336057476728
358,46.71459381680354
359,35.29766171642727
360,19.834857878052407
361,21.404830882882976
362,35.810435231201474
363,34.04216485667769
364,36.21434844809187
365,28.367960016781577
366,44.70391181445305
367,44.390860375728074
368,23.726657348038167
369,19.50434019144347
370,39.98083661656017
371,38.259175535904134
372,21.00876390319344
373,21.5660864896446
374,19.60156677564186
375,44.318215860999516
376,29.351617543509402
377,23.15618685390682
378,48.32520592258317
379,35.550072504894445
380,33.30179563380779
381,34.8314502230297
382,38.231186568820185
383,27.026215377146002
384,38.7279970365028
385,29.42696748889586
386,20.778849494867963
387,19.39251397892253
388,28.896745586583148
389,33.941778433190095
390,23.100811651527895
391,29.304733663493632
392,27.9274265004681
393,19.21165743182969
394,19.6527943519058
395,23.479978149343992
396,27.54546604473704
397,32.2889204631737
398,43.97921818995015
399,20.750323322950152
400,31.6403580245296
401,44.272598788771056
402,40.43683498682057
403,20.542208634301783
404,34.094978377381075
405,30.833551559276973
406,26.089555844245435
407,31.33363012343067
408,32.53990577082491
409,35.511574990008654
410,37.83842278284602
411,35.08628160442898
412,21.6894988789247
413,24.743716085837093
414,19.479539947088327
415,43.003216435715494
416,23.265995944010392
417,38.82310134172894
418,23.53894145289538
419,29.80726656888098
420,30.41332903748003
421,33.27579510799792
422,30.740476020760727
423,29.507158353180632
424,20.560484760841938
425,48.763777621875505
426,30.624172642221453
427,20.189239256011604
428,41.80812338555501
429,31.598169389114748
430,27.7963376209058
431,30.242709978173984
432,28.25645717880573
433,38.20926598501976
434,19.906891805616073
435,18.53361069974503
436,30.614763004539046
437,30.012549060407174
438,20.367155716617383
439,20.733996984066096
440,19.2530459730725
441,38.69624481746064
442,37.27503460143883
443,19.20656005947088
444,37.42672076862029
445,30.693121618111633
446,30.096066506766658
447,41.88759667697809
448,19.004640576055294
449,40.196378322552064
450,20.408936886935212
451,24.372215412092075
452,21.811551904173964
453,40.522596199224175
454,43.625120439977955
455,30.58195016445766
456,26.74072892249843
457,24.48340364942342
458,19.713692996125086
459,30.20807946798802
460,51.21943110119274
461,25.717463169594787
462,21.874698584030963
463,36.05229462474247
464,29.497280945426603
465,43.56904210303412
466,22.877591958096506
467,35.24633964062452
468,29.387830143819407
469,25.812999619833235
470,31.7337302190933
471,45.595426455602876
472,45.557331638565316
473,21.971807982822437
474,19.058634610998542
475,30.193502325296787
476,31.155971121675083
477,34.8968001322111
478,18.35053887684894
479,33.072095117184155
480,44.003901173708954
481,22.869990788566774
482,31.790447963842826
483,31.50791199073557
484,49.43625390479012
485,32.84658198488326
486,38.337270518776016
487,34.37160583401978
488,19.561988376874094
489,36.886903588733084
490,47.300389175923385
491,34.05720749235085
